job_id,profile,confidence,rationale,job_tasks,technologies,soft_skills
131,ML Engineer,4.0,"The role emphasizes research into deep learning and NLP techniques for improving dialog systems, including model quality, performance, and efficiency. While it involves building products for millions, the core focus is on algorithmic improvement and model enhancement, aligning with the ML Engineer profile's emphasis on predictive modeling and productionizing prototypes.",[],"[{""tech_name"": ""TECH3: LLM / Generative Models"", ""phrase"": ""deep learning and natural language processing"", ""category"": ""LLM / Generative Models""}, {""tech_name"": ""TECH10: Data Modeling"", ""phrase"": ""deep learning"", ""category"": ""Data Modeling""}, {""tech_name"": ""TECH10: Data Modeling"", ""phrase"": ""natural language processing"", ""category"": ""Data Modeling""}]","[{""skill_name"": ""SKILL1: Communication & Collaboration"", ""phrase"": ""Work closely with stakeholders from product, engineering, content policy"", ""category"": ""Communication & Collaboration""}, {""skill_name"": ""SKILL2: Learning & Adaptability"", ""phrase"": ""Research the latest techniques and methods"", ""category"": ""Learning & Adaptability""}, {""skill_name"": ""SKILL3: Problem Solving & Pragmatism"", ""phrase"": ""improve the dialog system across different use cases, including multimodal conversation, long-term memory, chitchat, intent recognition and others"", ""category"": ""Problem Solving & Pragmatism""}, {""skill_name"": ""SKILL5: Innovation & Ownership"", ""phrase"": ""Introduce new techniques, tools, and architecture"", ""category"": ""Innovation & Ownership""}]"
132,ML Engineer,4.0,"The role heavily emphasizes data engineering, building and managing data pipelines for large-scale audio-visual datasets, and supporting ML teams with data access and transformations. While it involves AI/ML context, the core focus is on the data infrastructure and operations supporting ML development rather than direct model building or generative AI application development.",[],"[{""technology"": ""TECH1: Programming Languages"", ""items"": []}, {""technology"": ""TECH2: Cloud Platforms & Services"", ""items"": []}, {""technology"": ""TECH3: LLM / Generative Models"", ""items"": [""generative video synthesis""]}, {""technology"": ""TECH4: LLM Frameworks & Libraries"", ""items"": []}, {""technology"": ""TECH5: Vector Stores & Search"", ""items"": []}, {""technology"": ""TECH6: MLOps & Data Pipelines"", ""items"": [""DataOps""]}, {""technology"": ""TECH7: Data Visualization"", ""items"": []}, {""technology"": ""TECH8: Data Processing"", ""items"": []}, {""technology"": ""TECH9: Data Storage"", ""items"": [""data-lake""]}, {""technology"": ""TECH10: Data Modeling"", ""items"": []}, {""technology"": ""TECH11: Data Analysis"", ""items"": []}]",[]
133,ML Engineer,4.0,"The job description heavily emphasizes MLOps lifecycle support, streamlining ML development processes, and implementing tooling for orchestration, experiment tracking, and deployment. While it mentions supporting research teams, the core focus is on the operational and engineering aspects of machine learning systems, aligning with the ML Engineer profile.",[],"[{""tech_name"": ""TECH6: MLOps & Data Pipelines"", ""technologies"": [""MLOps"", ""CI/CD"", ""orchestration"", ""experiment tracking"", ""service deployment"", ""Infrastructure as Code"", ""Github Actions"", ""data-pipelines""]}, {""tech_name"": ""TECH1: Programming Languages"", ""technologies"": [""ML""]}]",[]
134,ML Engineer,4.0,"The role heavily emphasizes data engineering, data pipelines, and managing large datasets for ML model training, aligning with the core responsibilities of an ML Engineer focused on data infrastructure and MLOps. While generative video synthesis is mentioned, the primary focus is on the data platform supporting these efforts, not the direct development of generative models themselves.","[{""phrase"": ""manage large data-sets of audio-video data"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""This phrase directly relates to managing and handling large volumes of data, which is a core aspect of data engineering.""}, {""phrase"": ""set up a world class data function"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Establishing a 'data function' implies building and managing the infrastructure and processes for data, fitting within data engineering.""}, {""phrase"": ""managing a lake with PB scale data"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Managing a data lake, especially at petabyte scale, is a significant data engineering responsibility.""}, {""phrase"": ""building complex audio/visual data pipelines"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""The construction of data pipelines for processing specific types of data (audio/visual) is a key data engineering task.""}, {""phrase"": ""make data consumption simple"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Simplifying data consumption is an outcome of well-designed data pipelines and infrastructure, a goal of data engineering.""}, {""phrase"": ""set up and provide data management for our ML teams"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Providing data management services for ML teams falls under the umbrella of data engineering, ensuring data is ready for use.""}, {""phrase"": ""set up our audio-video data pipeline for the Video team and our speech data pipeline for the Voice team"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""This explicitly mentions setting up data pipelines for specific data types and teams, a direct data engineering responsibility.""}, {""phrase"": ""Data storage - our data lake for large scale audio-visual datasets"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Managing data storage, specifically a data lake for large datasets, is a fundamental data engineering task.""}, {""phrase"": ""Data sources - set up our ingest process, working with external data providers"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Setting up data ingestion processes from various sources is a crucial part of data engineering.""}, {""phrase"": ""Data annotation - manage data verification and annotation, working with external providers"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""While annotation can be a separate role, managing the process and ensuring data quality for ML is often part of the data engineering lifecycle.""}, {""phrase"": ""Data pipelines - deploy custom ML data transformations, working with our ML teams"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Deploying data transformation pipelines specifically for ML workflows is a core data engineering function.""}, {""phrase"": ""Data access - create transient data-sets on demand to support ML model training"", ""category"": ""TASK2: Data Engineering"", ""justification"": ""Facilitating data access and creating datasets for model training is a key data engineering task that supports ML workflows.""}, {""phrase"": ""Data tracking - usage tracking and monitoring across all data sources"", ""category"": ""TASK5: Operations Engineering (MLOps)"", ""justification"": ""Tracking and monitoring data usage is a form of operational oversight for data assets, aligning with MLOps principles for data governance and lineage.""}, {""phrase"": ""supporting 7+ teams developing cutting edge solutions in generative video synthesis"", ""category"": ""TASK1: Business Understanding"", ""justification"": ""Understanding the context of supporting teams developing generative video synthesis provides insight into the business domain and the purpose of the data platform.""}, {""phrase"": ""super-charge our research"", ""category"": ""TASK1: Business Understanding"", ""justification"": ""This phrase indicates the role's contribution to the broader R&D goals and business objectives.""}]","[{""phrase"": ""audio-video data"", ""category"": ""TECH8: Data Processing"", ""justification"": ""Refers to the type of data being processed, implying the need for specific processing techniques.""}, {""phrase"": ""speech data"", ""category"": ""TECH8: Data Processing"", ""justification"": ""Refers to the type of data being processed, implying the need for specific processing techniques.""}]","[{""phrase"": ""working with our ML teams"", ""category"": ""SKILL1: Communication & Collaboration"", ""justification"": ""Indicates the need to collaborate with other technical teams (ML teams).""}, {""phrase"": ""working with external data providers"", ""category"": ""SKILL1: Communication & Collaboration"", ""justification"": ""Requires interaction and collaboration with external parties.""}, {""phrase"": ""working with external providers"", ""category"": ""SKILL1: Communication & Collaboration"", ""justification"": ""Implies collaboration and communication with external entities.""}]"
135,,,,[],"[{""tech_name"": ""TECH3: LLM / Generative Models"", ""phrase"": ""generative AI"", ""category"": ""TECH3""}]",[]
136,,,,[],"[{""tech_name"": ""Linux"", ""tech_type"": ""TECH1: Programming Languages""}]",[]
137,Ambiguous / Not Relevant,1.0,"The job description focuses on Linux infrastructure and operations, with no mention of AI, machine learning, or generative models. It describes traditional IT infrastructure engineering tasks rather than roles related to AI development or deployment.",[],[],[]
138,,,,"[{""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""improving the current infrastructure landscape by automation"", ""ensuring excellent operations"", ""enhancing existing infrastructure"", ""carrying out life cycle management of systems and software""], ""justification"": ""These phrases relate to maintaining, automating, and managing the lifecycle of systems and infrastructure, which aligns with the operational aspects of MLOps, albeit in a traditional infrastructure context rather than an AI/ML context.""}, {""task_category"": ""TASK4: Software Development"", ""phrases"": [""building and expanding (new) systems and platforms"", ""infra delivery to our internal customers""], ""justification"": ""These phrases indicate involvement in the creation and delivery of systems and platforms, which can be considered software development in the context of infrastructure and internal services.""}, {""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""connect everyone with the possibilities of these days"", ""challenger mind-set we challenge ourselves and the market""], ""justification"": ""These phrases reflect an understanding of the company's market position, strategic goals, and customer-facing mission, indicating a business context for the role.""}, {""task_category"": ""SKILL2: Learning & Adaptability"", ""phrases"": [""For us is learning the same as calling. You are responsible for your own development, so you decide how, what and when you develop yourself!"", ""What will you learn with us"", ""You are responsible for your own development and you decide how, what and when you learn."", ""adapt to new technologies, tools, and methodologies""], ""justification"": ""The job description repeatedly emphasizes self-directed learning, personal development, and adapting to new technologies, which are core aspects of learning and adaptability.""}, {""task_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""There is a lot possible within T- Mobile but you have to take initiative yourself."", ""Be enthusiastic, do you miss something or do you see improvement? Go ahead, change it!"", ""you have to take the initiative. Be enthusiastic! Is something missing or could something be better? Go ahead, do it differently.""], ""justification"": ""The description strongly encourages taking initiative, identifying improvements, and driving change, which are key indicators of innovation and ownership.""}]",[],"[{""skill_category"": ""SKILL2: Learning & Adaptability"", ""phrases"": [""For us is learning the same as calling. You are responsible for your own development, so you decide how, what and when you develop yourself!"", ""What will you learn with us"", ""You are responsible for your own development and you decide how, what and when you learn."", ""adapt to new technologies, tools, and methodologies""]}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""There is a lot possible within T- Mobile but you have to take initiative yourself."", ""Be enthusiastic, do you miss something or do you see improvement? Go ahead, change it!"", ""you have to take the initiative. Be enthusiastic! Is something missing or could something be better? Go ahead, do it differently.""]}, {""skill_category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [""You make sure that your manager and your colleagues know your goals and development requests. We call this great conversations""]}]"
139,Ambiguous / Not Relevant,2.0,"The job description focuses on Linux system administration and infrastructure management, with no mention of AI, machine learning, or generative models. The core responsibilities involve automation, system building, and lifecycle management, which are traditional IT infrastructure tasks rather than AI-specific engineering roles.",[],"[{""tech_name"": ""TECH1: Programming Languages"", ""value"": ""Linux""}, {""tech_name"": ""TECH6: MLOps & Data Pipelines"", ""value"": ""automation""}]",[]
14,ML Engineer,4.0,"The job description emphasizes designing and maintaining data pipelines, implementing machine learning algorithms and models, and ensuring production-level code is robust and scalable. This aligns strongly with the core responsibilities of an ML Engineer focused on predictive modeling and MLOps.",[],[],[]
140,Ambiguous / Not Relevant,2.0,"The job description focuses on Linux system administration and infrastructure management, with no mention of AI, machine learning, or generative models. The core responsibilities revolve around automation, system operations, and lifecycle management within an IT infrastructure context.",[],[],[]
141,Ambiguous / Not Relevant,1.0,"The job description focuses on traditional storage engineering, infrastructure design, and maintenance rather than the development or application of AI/ML models. There is no mention of AI-specific tasks, models, or frameworks, making it irrelevant to the GenAI Engineer profile.","[{""task_category"": ""TASK1: Business Understanding"", ""phrases"": [{""phrase"": ""providing a consistent and reliable Storage and Data platform plays a crucial role in achieving Company mission"", ""justification"": ""This phrase highlights the importance of the storage platform in supporting the company's overall mission and business objectives.""}, {""phrase"": ""ensure 100 % availability for our engineering, manufacturing and IT applications"", ""justification"": ""This indicates an understanding of critical business needs for application availability.""}, {""phrase"": ""based on business requirements"", ""justification"": ""Directly states that technical decisions are driven by business needs.""}]}, {""task_category"": ""TASK2: Data Engineering"", ""phrases"": [{""phrase"": ""design a robust, highly available and scalable storage platform"", ""justification"": ""This involves the foundational design and architecture of data storage systems.""}, {""phrase"": ""architecture design and maintenance of Next Generation Distributed Storage, including distributed block storage, object storage, file storage etc."", ""justification"": ""Focuses on the design and upkeep of various types of distributed storage systems.""}, {""phrase"": ""Ensure the architecture to meet SDS (Software Defined Storage) scenarios, HCI scenarios and hybrid cloud scenarios."", ""justification"": ""Involves designing storage architectures that fit specific deployment models.""}, {""phrase"": ""Responsible for the development of Reference Architectures and technology standards based on Infrastructure Building Blocks, that can be offered as services to our internal customers"", ""justification"": ""This relates to creating standardized building blocks and architectures for data infrastructure.""}, {""phrase"": ""Responsible for complex provisioning, advanced maintenance, data replication, disaster recovery, data migration and documentation for our Storage and Backup environments"", ""justification"": ""These are core data engineering tasks related to managing and moving data within storage systems.""}]}, {""task_category"": ""TASK4: Software Development"", ""phrases"": [{""phrase"": ""Responsible for the architecture design and maintenance of Next Generation Distributed Storage"", ""justification"": ""While focused on infrastructure, the design and maintenance of distributed systems often involve software components and principles.""}, {""phrase"": ""Ensure the architecture to meet SDS (Software Defined Storage) scenarios"", ""justification"": ""Software-Defined Storage inherently involves software development and integration.""}]}, {""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [{""phrase"": ""deliver always running storage infrastructure"", ""justification"": ""Focuses on the operational aspect of ensuring continuous availability of infrastructure.""}, {""phrase"": ""ensure 100 % availability for our engineering, manufacturing and IT applications"", ""justification"": ""Emphasizes high availability and operational reliability.""}, {""phrase"": ""Demonstrate a high level of technical expertise to support complex Storage & Backup devices"", ""justification"": ""Highlights the operational support and maintenance of storage systems.""}, {""phrase"": ""Operate in complex, highly-secure, highly-available, operations-centric datacenter environments"", ""justification"": ""Describes the operational environment and focus.""}, {""phrase"": ""advanced maintenance, data replication, disaster recovery, data migration"", ""justification"": ""These are operational tasks related to managing and ensuring the resilience of storage systems.""}, {""phrase"": ""Write technical design and build documentation for storage infrastructure"", ""justification"": ""Documentation is a key part of operationalizing and maintaining infrastructure.""}, {""phrase"": ""Responsible for technology strategy, engineering standards, methodologies, task-plans and best practices for Storage Engineering."", ""justification"": ""This involves defining operational standards and best practices for the storage domain.""}]}]","[{""technology_category"": ""TECH1: Programming Languages"", ""technologies"": []}, {""technology_category"": ""TECH2: Cloud Platforms & Services"", ""technologies"": [{""name"": ""hybrid cloud"", ""type"": ""TECH2: Cloud Platforms & Services""}]}, {""technology_category"": ""TECH3: LLM / Generative Models"", ""technologies"": []}, {""technology_category"": ""TECH4: LLM Frameworks & Libraries"", ""technologies"": []}, {""technology_category"": ""TECH5: Vector Stores & Search"", ""technologies"": []}, {""technology_category"": ""TECH6: MLOps & Data Pipelines"", ""technologies"": [{""name"": ""SDS (Software Defined Storage)"", ""type"": ""TECH6: MLOps & Data Pipelines""}]}, {""technology_category"": ""TECH7: Data Visualization"", ""technologies"": []}, {""technology_category"": ""TECH8: Data Processing"", ""technologies"": []}, {""technology_category"": ""TECH9: Data Storage"", ""technologies"": [{""name"": ""distributed block storage"", ""type"": ""TECH9: Data Storage""}, {""name"": ""object storage"", ""type"": ""TECH9: Data Storage""}, {""name"": ""file storage"", ""type"": ""TECH9: Data Storage""}, {""name"": ""Storage"", ""type"": ""TECH9: Data Storage""}, {""name"": ""Backup"", ""type"": ""TECH9: Data Storage""}, {""name"": ""SAN"", ""type"": ""TECH9: Data Storage""}, {""name"": ""NAS"", ""type"": ""TECH9: Data Storage""}, {""name"": ""Backup solutions"", ""type"": ""TECH9: Data Storage""}]}, {""technology_category"": ""TECH10: Data Modeling"", ""technologies"": []}, {""technology_category"": ""TECH11: Data Analysis"", ""technologies"": []}]","[{""skill_category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [{""phrase"": ""work with various engineering, devops and product management teams"", ""justification"": ""Indicates collaboration with different technical and product teams.""}, {""phrase"": ""interact with other technology domain experts as required"", ""justification"": ""Requires interaction and collaboration with other specialists.""}]}, {""skill_category"": ""SKILL2: Learning & Adaptability"", ""phrases"": [{""phrase"": ""Next Generation Distributed Storage"", ""justification"": ""Implies working with and understanding evolving storage technologies.""}, {""phrase"": ""technology strategy"", ""justification"": ""Suggests a need to stay updated on technological advancements and future planning.""}]}, {""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [{""phrase"": ""design a robust, highly available and scalable storage platform"", ""justification"": ""Requires solving complex design challenges to ensure system qualities.""}, {""phrase"": ""support complex Storage & Backup devices"", ""justification"": ""Indicates troubleshooting and resolving issues with complex systems.""}, {""phrase"": ""Responsible for complex provisioning, advanced maintenance, data replication, disaster recovery, data migration"", ""justification"": ""These tasks involve solving complex operational and data management problems.""}]}, {""skill_category"": ""SKILL4: Ethical & Legal Responsibility"", ""phrases"": []}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [{""phrase"": ""Responsible for architecture design and maintenance"", ""justification"": ""Implies taking ownership of the storage architecture.""}, {""phrase"": ""Responsible for the development of Reference Architectures and technology standards"", ""justification"": ""Suggests a proactive role in defining standards and best practices.""}, {""phrase"": ""Responsible for technology strategy, engineering standards, methodologies, task-plans and best practices"", ""justification"": ""Indicates taking ownership of the strategic direction and operational framework for storage engineering.""}]}]"
142,Ambiguous / Not Relevant,1.0,"The job description focuses on traditional storage engineering, infrastructure, and data platforms, with no mention of AI, machine learning, or generative models. The responsibilities are centered around designing, implementing, and maintaining storage systems, which falls outside the scope of AI-focused roles.","[{""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""providing a consistent and reliable Storage and Data platform plays a crucial role in achieving Company mission"", ""ensure the architecture to meet SDS (Software Defined Storage) scenarios, HCI scenarios and hybrid cloud scenarios"", ""based on business requirements""], ""justification"": ""These phrases indicate an understanding of how the storage platform supports the company's mission and business needs, and how architectural decisions are driven by business requirements and specific deployment scenarios.""}, {""task_category"": ""TASK4: Software Development"", ""phrases"": [""architecture design and maintenance of Next Generation Distributed Storage"", ""development of Reference Architectures and technology standards based on Infrastructure Building Blocks"", ""design, implementation, security and availability of Storage, Backups and SAN infrastructure"", ""design and build documentation for storage infrastructure""], ""justification"": ""While not traditional application software development, these phrases involve the design, development, and documentation of infrastructure components and standards, which aligns with the 'building' aspect of software development in an infrastructure context.""}, {""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""deliver always running storage infrastructure"", ""ensure 100 % availability for our engineering, manufacturing and IT applications"", ""support complex Storage & Backup devices"", ""Operate in complex, highly-secure, highly-available, operations-centric datacenter environments"", ""advanced maintenance, data replication, disaster recovery, data migration"", ""adhering to tight operations, security, and procedural models""], ""justification"": ""These phrases highlight the operational aspects of maintaining highly available, secure, and reliable storage infrastructure, including maintenance, disaster recovery, and adherence to operational models, which is analogous to MLOps in its focus on production systems.""}]","[{""technology"": ""Distributed Storage"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""distributed block storage"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""object storage"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""file storage"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""SDS (Software Defined Storage)"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""HCI"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""hybrid cloud"", ""category"": ""TECH2: Cloud Platforms & Services""}, {""technology"": ""SAN"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""NAS"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""Backup solutions"", ""category"": ""TECH10: Data Modeling""}]","[{""skill_category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [""work with various engineering, devops and product management teams"", ""interact with other technology domain experts as required""]}, {""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [""design a robust, highly available and scalable storage platform"", ""support complex Storage & Backup devices"", ""Responsible for complex provisioning, advanced maintenance, data replication, disaster recovery, data migration""]}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""Responsible for architecture design and maintenance"", ""Responsible for the development of Reference Architectures and technology standards"", ""Responsible for the design, implementation, security and availability"", ""Responsible for technology strategy, engineering standards, methodologies, task-plans and best practices""]}]"
143,Ambiguous / Not Relevant,1.0,"The job description focuses heavily on infrastructure management, cloud environments, and system uptime, with no mention of AI, machine learning, or generative models. The core responsibilities align with traditional IT infrastructure and operations rather than AI-specific engineering roles.",[],"[{""tech_name"": ""TECH2: Cloud Platforms & Services"", ""phrase"": ""AWS""}, {""tech_name"": ""TECH6: MLOps & Data Pipelines"", ""phrase"": ""kubernetes""}]",[]
144,Ambiguous / Not Relevant,1.0,"The job description focuses on Linux/Infra System Engineering, managing physical servers, OS, and networks, and operating automation tooling. It lacks any mention of AI, machine learning, generative models, or related tasks, making it irrelevant to the GenAI Engineer profile.","[{""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""Achieve uptime >99.99%"", ""Manage and expand the physical servers, OS's and networks in multiple datacenters"", ""Operate and improve our automation tooling"", ""Participate in 24/7 on-call rotation schedule"", ""Provide a flexible infrastructure to the rest of the company up to and including the base OS layer and kubernetes"", ""Work with a DevOps mindset with other teams within the company""], ""justification"": ""These phrases relate to managing and maintaining infrastructure, ensuring high availability, operating automation tools, and working with a DevOps mindset, which are core aspects of operations engineering, though not specifically MLOps in an AI context.""}, {""task_category"": ""TASK4: Software Development"", ""phrases"": [""Provide a flexible infrastructure to the rest of the company up to and including the base OS layer and kubernetes""], ""justification"": ""While not traditional application development, providing and managing the underlying infrastructure, including Kubernetes, involves software development principles for system stability and scalability.""}, {""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""Understand a complex technical architecture with a high degree of customisation"", ""Work with a DevOps mindset with other teams within the company to bring our products to a large number of corporate customers worldwide.""], ""justification"": ""These phrases indicate a need to understand the company's technical landscape and how infrastructure supports product delivery to customers, aligning with business objectives.""}]","[{""technology_category"": ""TECH6: MLOps & Data Pipelines"", ""technologies"": [""kubernetes""], ""justification"": ""Kubernetes is a platform for automating deployment, scaling, and management of containerized applications, often used in MLOps pipelines.""}]","[{""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [""Achieve uptime >99.99%"", ""Understand a complex technical architecture with a high degree of customisation"", ""Provide a flexible infrastructure""], ""justification"": ""These phrases imply the need to solve complex infrastructure challenges to meet high availability targets and provide adaptable solutions.""}, {""skill_category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [""You will work in a team of highly skilled engineers"", ""Work with a DevOps mindset with other teams within the company""], ""justification"": ""The job requires working within a team and collaborating with other departments, highlighting communication and teamwork.""}, {""skill_category"": ""SKILL2: Learning & Adaptability"", ""phrases"": [""Understand a complex technical architecture with a high degree of customisation"", ""Operate and improve our automation tooling""], ""justification"": ""The need to understand complex, customized architectures and continuously improve tooling suggests a requirement for learning and adapting.""}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""Achieve uptime >99.99%"", ""Manage and expand the physical servers, OS's and networks"", ""Operate and improve our automation tooling"", ""Provide a flexible infrastructure"", ""Having an influence on our products""], ""justification"": ""The emphasis on achieving high uptime, managing and expanding infrastructure, improving tooling, and influencing products suggests a need for initiative and ownership.""}]"
145,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional infrastructure and systems engineering, particularly Linux and datacenter management. While it mentions a 'DevOps mindset' and 'automation tooling', it lacks any specific mention of AI, machine learning, generative models, or related technologies, making it not relevant to the GenAI or ML Engineer profiles.",[],"[{""tech_name"": ""TECH6: MLOps & Data Pipelines"", ""technologies"": [""kubernetes""]}, {""tech_name"": ""TECH1: Programming Languages"", ""technologies"": [""Linux""]}]",[]
146,,,,"[{""task_category"": ""TASK4: Software Development"", ""phrases"": [""Apache CloudStack (Java/Python) developer"", ""help build the infrastructure"", ""fix bugs, adding features"", ""supporting the operational engineering team with your knowledge of the code"", ""flexible software developer who enjoys building Open Source software""], ""justification"": ""These phrases indicate core software development activities, including building infrastructure, fixing bugs, adding features, and supporting operational teams with code knowledge, all within the context of a specific software project (CloudStack).""}, {""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""supporting the operational engineering team with your knowledge of the code when using CloudStack"", ""ensure that the hundreds of thousands of Yourhosting, Versio and Savvii websites are online 24/7""], ""justification"": ""While not strictly MLOps, the role involves supporting operational teams and ensuring system uptime (24/7 online), which aligns with the broader concept of operations engineering and maintaining production systems.""}, {""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""help build the infrastructure behind the many hundreds of thousands of websites hosted within Total Webhosting Solutions"", ""ensure that the hundreds of thousands of Yourhosting, Versio and Savvii websites are online 24/7""], ""justification"": ""The role is directly tied to supporting a large number of websites and understanding the business impact of the infrastructure being built and maintained.""}]","[{""technology"": ""Apache CloudStack"", ""category"": ""TECH4: LLM Frameworks & Libraries""}, {""technology"": ""Java"", ""category"": ""TECH1: Programming Languages""}, {""technology"": ""Python"", ""category"": ""TECH1: Programming Languages""}, {""technology"": ""Gitlab"", ""category"": ""TECH6: MLOps & Data Pipelines""}, {""technology"": ""Ubuntu"", ""category"": ""TECH2: Cloud Platforms & Services""}, {""technology"": ""KVM"", ""category"": ""TECH2: Cloud Platforms & Services""}, {""technology"": ""Maven"", ""category"": ""TECH6: MLOps & Data Pipelines""}, {""technology"": ""JNA"", ""category"": ""TECH10: Data Modeling""}, {""technology"": ""JSVC"", ""category"": ""TECH10: Data Modeling""}]","[{""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [""You find it a challenge to find out where mistakes are and don't mind having to dive deep until a problem is solved.""], ""justification"": ""This phrase directly describes a deep-diving, problem-solving approach to debugging and resolving issues.""}, {""skill_category"": ""SKILL2: Learning & Adaptability"", ""phrases"": [""you are willing to invest in this knowledge""], ""justification"": ""This indicates a willingness to learn new technologies and adapt to the required knowledge base.""}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""enjoys building Open Source software that is used within a company""], ""justification"": ""This suggests a proactive and engaged approach to building software that has a tangible impact.""}]"
147,`Ambiguous / Not Relevant`,2.0,"The job description focuses on business development and analysis within the mortgage sector, with a strong emphasis on understanding business needs and translating them into functional requirements for developers. While it mentions ""digital solutions"" and ""innovative applications"" like chatbots, it lacks the core technical depth required for an ML Engineer or GenAI Engineer role, such as algorithm development, model training, or deep generative AI implementation.",[],"[{""technology"": ""chatbot"", ""category"": ""TECH4: LLM Frameworks & Libraries""}, {""technology"": ""Florius apps"", ""category"": ""TECH4: LLM Frameworks & Libraries""}, {""technology"": ""digitaal ondertekenen"", ""category"": ""TECH4: LLM Frameworks & Libraries""}, {""technology"": ""online identificeren"", ""category"": ""TECH4: LLM Frameworks & Libraries""}]",[]
148,Ambiguous / Not Relevant,2.0,"The job description focuses on DevOps principles and security testing within a cloud environment (Azure). While it mentions integrating solutions that support security testing, it lacks specific details about AI/ML model development, training, or deployment, which are central to ML Engineer and GenAI Engineer roles.",[],"[{""tech_name"": ""Cloud Platforms & Services"", ""technologies"": [""Azure cloud services""]}]",[]
